Column1;name;chembl_id;chembl_max_phase;composite_score;Score;Score comment;cns_target;primary_target;nasal_cyp_risk;molecular_weight;logP;PSA;H_donors;rotatable_bonds;vapor_pressure_mmhg;melting_point_c;pka_predicted;logD_pH6;logD_pH74;max_dose_mg;dose_feasible_nosa;original_applicant_normalized;earliest_patent_expiry;atc_code;mesh_heading;mechanism_of_action;target_name;physical_state;half_life;dosage_form;synonyms;indication_class
54;ARBACLOFEN;CHEMBL301742;3;85.4;0;Baclofen prodrug. Failed in GERD. Better pk than baclofen. Generic.;??;Gamma-aminobutyric acid type B receptor subunit…;;?? 213.66 [C] (DrugBank: 213.661);1.86 [C];63.32;2.0;4.0;—;206.00;9.50;-1.64;-0.24;80.00 [CT];?;—;—;—;Child Development Disorders, Pervasive|Muscle Spasticity|Fragile X Syndrome;?? Arbaclofen, or R-baclofen, acts upstream of the mGluR5 re… [DB] (ChEMBL: GABA-B receptor agonist);GABA-B receptor;solid [DB];—;—;Arbaclofen|ARBACLOFEN|Arbaclofene|ARBACLOFENE|Arbaclofeno|ARBACLOFENO|Baclofen, (r)-|BACLOFEN, (R)-|Baclofen, r(-)-|BACLOFEN, R(-)-|Baclofen, r-|BACLOFEN, R-|Baclofen (r)-form|BACLOFEN (R)-FORM|D-baclofen|D-BACLOFEN|(r)-baclofen|(R)-BACLOFEN|R-(-)-baclofen|R-(-)-BACLOFEN|STX-209|STX209;?? Investigated in clinical trials as a potential treatment … [DB]
55;PROCAINE;CHEMBL569;4;85.4;0;Local anesthetic. Lidocaine is superior - if nasal anesthetic is intended;??;—;;?? 236.31 [C] (DrugBank: 236.3101);1.77 [C];55.56;1.0;6.0;—;61.00;9.50;-1.73;-0.33;100.00 [CT];?;Lederle Div American Cyanamid;—;S01HA05|N01BA52|N01BA02|C05AD05;Osteomyelitis|Hemorrhoids;?? Procaine acts mainly by inhibiting sodium influx through … [DB];—;solid [DB];7.7 minutes [DB];parenteral;NSC-169497|Procaina|PROCAINA|Procaine|PROCAINE|Solution of novocain|SOLUTION OF NOVOCAIN;?? Used as a local anesthetic primarily in oral surgery [DB]
56;CLONIDINE;CHEMBL134;4;85.4;0;alpha adr ag. Generic as po iv dermal patch. No clear nasal pkpd diff.;??;Alpha-1A adrenergic receptor (Alpha-1A adrenore…;??;?? 230.1 [C] (DrugBank: 230.094);2.36 [C];36.42;2.0;1.0;—;130.00;9.50;-1.14;0.26;0.40 [CT];?;Boehringer Ingelheim;2027-04-17;S01EA04|C02AC01|N02CX02;Attention Deficit Disorder with Hyperactivity|Hypertension|Pain|Cardiovascular Diseases|Neonatal Abstinence Syndrome|Anxiety|Opioid-Related Disorders|Child Development Disorders, Pervasive|Diabetic Neuropathies|Dermatitis, Atopic|Pregnancy|Substance-Related Disorders|Heroin Dependence|Postoperative Complications|Hyperemesis Gravidarum|Scoliosis|Hypotension, Orthostatic|Marijuana Abuse|Delirium|Fecal Incontinence|Orthostatic Intolerance|Brain Ischemia|Brain Injuries|Stomatitis|Breast Neoplasms|Stress Disorders, Post-Traumatic|Neuralgia|Low Back Pain|Genital Neoplasms, Male|Musculoskeletal Diseases|Migraine Disorders|Hemorrhage|Sialorrhea|Neoplasms|Glaucoma|Dwarfism, Pituitary|Back Pain|Cocaine-Related Disorders;?? Clonidine is primarily an alpha-2 adrenoceptor agonist wh… [DB] (ChEMBL: Adrenergic receptor alpha-2 agonist);Adrenergic receptor alpha-2;solid [DB];The elimination half life after epidural admini… [DB];oral|parenteral|topical;Catapres-tts-1|CATAPRES-TTS-1|Catapres-tts-2|CATAPRES-TTS-2|Catapres-tts-3|CATAPRES-TTS-3|Catarpres-tts|CATARPRES-TTS|Clonidina|CLONIDINA|Clonidine|CLONIDINE|Clonidine extended release|CLONIDINE EXTENDED RELEASE|Clorpres|Combipres|Nexiclon xr|NEXICLON XR|ST-155-BS|ST-155BS;?? Clonidine tablets and transdermal systems are indicated f… [DB]
57;SALICYLIC ACID;CHEMBL424;4;85.4;0; Topical for de-epid. Po. No local nasal use clearinstead ASA is used for N-ERD and nasal polyposis.;;—;;?? 138.12 [C] (DrugBank: 138.1207);1.09 [C];57.53;2.0;1.0;0.00;157.22;4.20;-0.72;-2.11;—;?;—;—;S01BC08|D01AE12;Eye Diseases|Melanosis|Cardiovascular Diseases|Psoriasis|Acne Vulgaris|Keratosis, Actinic|Pain|Acute Coronary Syndrome|Keratosis|Heavy Metal Poisoning|Headache|Hypercholesterolemia|Infertility|Stroke|Thrombophilia|Tension-Type Headache|Thrombosis|Pharyngitis|Skin Diseases|Sunburn|Warts|Callosities|Dermatitis, Seborrheic|Pruritus|Dandruff|Skin Neoplasms|Inflammation;?? Salicylic acid directly irreversibly inhibits COX-1 and C… [DB];—;solid [DB];—;—;2-hydroxybenzoic acid|2-HYDROXYBENZOIC ACID|Acnisal|ACNISAL|Bazuka|BAZUKA|Compound v|COMPOUND V|Compound w|COMPOUND W|Cuplex verruca|CUPLEX VERRUCA|Dr. scholl's callus removers|DR. SCHOLL'S CALLUS REMOVERS|Duofilm|DUOFILM|Edinburgh|EDINBURGH|Erytex|ERYTEX|FEMA NO. 3985|Freezone|FREEZONE|Gppe paint|GPPE PAINT|Jadit|JADIT|K-557|Keralyt|KERALYT|Lamivudine impurity, salicylic acid-|LAMIVUDINE IMPURITY, SALICYLIC ACID-|Lamivudine related compound salicylic acid|LAMIVUDINE RELATED COMPOUND SALICYLIC ACID|Metanium|METANIUM|Necol|NECOL|Noxacorn|NOXACORN|NSC-180|Occlusal|OCCLUSAL|Phiso-clear|PHISO-CLEAR|Phytex|PHYTEX|Phytocil|PHYTOCIL|Posalfilin|POSALFILIN|Pyralvex|PYRALVEX|Salactol|SALACTOL|Salatac|SALATAC|Salicylic acid|SALICYLIC ACID|Salicylic acid rs|SALICYLIC ACID RS|Thwart|THWART|Toepedo|TOEPEDO|Verrugon|VERRUGON|Wartex|WARTEX;?? Key additive in many skin-care products for the treatment… [DB]
58;DEXMETHYLPHENIDATE;CHEMBL827;4;85.3;0;Stim for ADHD. Generic, both IR and ER po. No clear diff nasal pkpd;??;Sodium-dependent serotonin transporter (SERT) (…;??;?? 233.31 [C] (DrugBank: 233.3062);2.09 [C];38.33;1.0;3.0;—;203.00;9.50;-1.41;-0.01;50.00 [CT];?;Novartis;2032-07-27;N06BA11;Attention Deficit Disorder with Hyperactivity;?? Methylphenidate inhibits dopamine and norepinephrine reup… [DB];—;solid [DB];The mean terminal half life is approximately 2.… [DB];oral;Dexmethylphenidate|DEXMETHYLPHENIDATE|Dexmetilfenidato|DEXMETILFENIDATO|Methylphenidate d-threo-form|METHYLPHENIDATE D-THREO-FORM;?? Dexmethylphenidate is used as a treatment for ADHD, ideal… [DB]
59;DEXTROAMPHETAMINE;CHEMBL612;4;85.1;0;Stim for ADHD. Generic. 3rd line for narcolepsia. No clear diff of nasal vs po.;??;Synaptic vesicular amine transporter (Solute ca…;??;?? 135.21 [C] (DrugBank: 135.2062);1.58 [C];26.02;1.0;2.0;—;27.50;9.50;-1.92;-0.52;20.00 [CT];?;Teva;2026-05-12;N06BA02;Attention Deficit Disorder with Hyperactivity|Cocaine-Related Disorders|Amphetamine-Related Disorders|Stroke|Opioid-Related Disorders|Substance-Related Disorders|Arteriosclerosis|Schizophrenia|Multiple Sclerosis|Narcolepsy|Stress Disorders, Post-Traumatic|Bipolar Disorder|Paraganglioma;?? The exact mechanism of amphetamines as a class is not kno… [DB] (ChEMBL: Dopamine transporter releasing agent);Sodium-dependent dopamine transporter;liquid [DB];11.75 hours.[Label] In a study of post-stroke p… [DB];oral|topical;Amfetamine, (s)-|AMFETAMINE, (S)-|Amphetamine, d-|AMPHETAMINE, D-|D-amphetamine|D-AMPHETAMINE|Dexamfetamine|DEXAMFETAMINE|Dexamphetamine|DEXAMPHETAMINE|Dexanfetamina|DEXANFETAMINA|Dexidrine|DEXIDRINE|Dextroamphetamine|DEXTROAMPHETAMINE|Dextroamphetamine resin complex|DEXTROAMPHETAMINE RESIN COMPLEX|NSC-73713|Xelstrym|XELSTRYM;?? Dextroamphetamine is indicated for the treatment of atten… [DB]
60;BUTAMBEN;CHEMBL127516;4;85.1;0;Local anesthetic;;—;;?? 193.25 [C] (DrugBank: 193.246);2.23 [C];52.32;1.0;4.0;0.00;57.78;9.50;-1.27;0.13;—;?;—;—;—;—;?? Butamben acts by inhibiting the voltage-gated calcium cha… [DB] (ChEMBL: Transient receptor potential cation channel subfamily V member 4 inhibitor);Transient receptor potential cation channel subfamily V member 4;solid [DB];The effective half-life of unencapsulated butam… [DB];—;ABBOTT-34842 FREE BASE|Butamben|BUTAMBEN|Butesin|BUTESIN|Butyl aminobenzoate|BUTYL AMINOBENZOATE|Butyl paba|BUTYL PABA|Butyl p-aminobenzoate|BUTYL P-AMINOBENZOATE|NSC-128464|P-aminobenzoic acid butyl ester|P-AMINOBENZOIC ACID BUTYL ESTER;?? Butamben was indicated for the treatment of chronic pain … [DB]
61;KETOPROFEN;CHEMBL571;4;85.1;0;NSAID. Generic, po iv topical. No nasal pkpd diff.;;—;;?? 254.29 [C] (DrugBank: 254.2806);3.11 [C];54.37;1.0;4.0;—;94.00;4.20;1.30;-0.09;100.00 [CT];?;Wyeth Ayerst;—;M01AE53|M02AA10|M01AE03;Myalgia|Arthralgia|Osteoarthritis, Knee|Rheumatic Diseases|Postoperative Nausea and Vomiting|Renal Colic|Periodontitis|Paget Disease, Extramammary|Acute Pain|Wounds and Injuries|Sprains and Strains|Low Back Pain|Tendinopathy|Kidney Calculi|Bursitis|Inflammation|Arthritis, Rheumatoid|Dysmenorrhea|Osteoarthritis|Migraine Disorders|Multiple Sclerosis;?? The anti-inflammatory effects of ketoprofen are believed … [DB] (ChEMBL: Cyclooxygenase inhibitor);Cyclooxygenase;solid [DB];"Conventional capsules: 1.1-4 hours
<p>Extended… [DB]";oral;19583RP|Actron|ACTRON|Actron ketoprofen|ACTRON KETOPROFEN|Alrheumat|ALRHEUMAT|Aneol|ANEOL|Axorid|AXORID|Capisten|CAPISTEN|Fenoket 200|FENOKET 200|Hydratropic acid, m-benzoyl-|HYDRATROPIC ACID, M-BENZOYL-|IDEA-033|Iso-k|ISO-K|Jomethid xl|JOMETHID XL|Ketocid 200|KETOCID 200|Ketonal|KETONAL|Ketoprofen|KETOPROFEN|Ketoprofene|KETOPROFENE|Ketoprofeno|KETOPROFENO|Ketorin|KETORIN|Ketotard 200 xl|KETOTARD 200 XL|Ketovail|KETOVAIL|Ketozip 200 xl|KETOZIP 200 XL|Larafen|LARAFEN|Larafen cr|LARAFEN CR|Nexcede|NEXCEDE|NSC-758144|Orudis|ORUDIS|Orudis 100|ORUDIS 100|Orudis kt|ORUDIS KT|Oruvail|ORUVAIL|Oruvail 100|ORUVAIL 100|Oruvail 150|ORUVAIL 150|Oruvail 200|ORUVAIL 200|Oruvail im|ORUVAIL IM|Powergel|POWERGEL|R.P. 19,583|R.P. 19583|RP-19583|(rs)-ketoprofen|(RS)-KETOPROFEN|RU-4733|Sector|SECTOR|Tiloket|TILOKET|Tiloket cr|TILOKET CR|Valket 200 retard|VALKET 200 RETARD;?? For symptomatic treatment of acute and chronic rheumatoid… [DB]
62;LEVORPHANOL;CHEMBL592;4;84.5;0;Opioid. Iv im sc po. No clear nasal pkpd diff.;??;—;;?? 257.38 [C] (DrugBank: 257.3706);3.08 [C];23.47;1.0;0.0;—;198.00;10.00;3.08;3.08;—;?;Valeant International;—;—;Pain;?? Like other mu-agonist opioids it is believed to act at re… [DB];—;solid [DB];11-16 hours [DB];oral|parenteral;Aromarone|AROMARONE|IDS-NL-007|Levorfanol|LEVORFANOL|Levorphan|LEVORPHAN|Levorphanol|LEVORPHANOL|RO 1-5431;?? For the management of moderate to severe pain or as a pre… [DB]
63;CRUFOMATE;CHEMBL1880767;2;84.2;0;Insecticide. Toxic.;;—;;?? 291.72 [C];3.99 [C];47.56;1.0;4.0;0.01;60.00;9.50;0.49;1.89;—;?;—;—;—;—;—;—;—;—;—;Crufomate|CRUFOMATE|Crufomato|CRUFOMATO|NSC-253463;—
64;MAZINDOL;CHEMBL781;4;83.9;0;Sympathomimetic. Generic. Poor ben/risk in obesity.;??;Sodium-dependent serotonin transporter (SERT) (…;;?? 284.75 [C] (DrugBank: 284.74);2.61 [C];35.83;1.0;1.0;—;198.00;10.00;2.61;2.61;—;?;Wyeth Ayerst;—;A08AA05;Narcolepsy|Obesity|Attention Deficit Disorder with Hyperactivity|Cocaine-Related Disorders;?? Unlike other sympathomimetic appetite suppressants such a… [DB] (ChEMBL: Monoamine transporter inhibitor);Monoamine transporter;solid [DB];10-13 hours [DB];oral;42-548|AN-448|Magrilon|MAGRILON|Mazanor|MAZANOR|Mazildene|MAZILDENE|Mazindol|MAZINDOL|Mazindol civ|MAZINDOL CIV|SAH-42548|Sanorex|SANOREX|Terenac|TERENAC|Teronac|TERONAC;?? Used in short-term (a few weeks) treatment of exogenous o… [DB]
65;KETOBEMIDONE;CHEMBL47072;2;83.8;0;Opioid. Generic as po both IR and ER , supp, iv. No clear nasal pkpd diff.;??;—;;?? 247.34 [C] (DrugBank: 247.3327);2.33 [C];40.54;1.0;3.0;—;156.50;10.00;2.33;2.33;—;?;—;—;N02AB01;Pain;?? Ketobemidone (Cliradon, Ketogan, Ketodur, Cymidon, Ketora… [DB];—;solid [DB];"Plasma half-life: 2.42 +/- 0.41 h (m +/- SD).
… [DB]";—;A 21 lundbeck|A 21 LUNDBECK|Cetobemidona|CETOBEMIDONA|Cetobemidone|CETOBEMIDONE|Ciba 7115|CIBA 7115|Cliradone|CLIRADONE|Cymidon|IDS-NK-001|IDS-NK-001(SECT.3)|Ketobemidone|KETOBEMIDONE|Ketodur|Ketogan|Ketorax|NSC-117863;?? For the treatment of all types of severe pain, such as po… [DB]
66;FLURBIPROFEN;CHEMBL563;4;83.8;0;NSADI. Old generic. Both topical (eye) and po. No clear nasal pkpd diff;;—;??;?? 244.26 [C] (DrugBank: 244.2609);3.68 [C];37.30;1.0;3.0;—;110.00;4.20;1.87;0.48;100.00 [CT];?;Allergan;—;S01BC04|R02AX01|M02AA19|M01AE09;Eye Diseases|Myalgia|Pain|Arthralgia|Periodontitis|Rheumatic Diseases|Arthritis, Rheumatoid|HIV Infections|Anemia|Low Back Pain|Pharyngitis|Miosis|Diabetes Mellitus, Type 2|Mitochondrial Diseases|Fractures, Bone|Anemia, Sickle Cell;?? Similar to other NSAIAs, the anti-inflammatory effect of … [DB] (ChEMBL: Cyclooxygenase inhibitor);Cyclooxygenase;solid [DB];"R-flurbiprofen, 4.7 hours; S-flurbiprofen, 5.7 … [DB]";oral|topical;Ansaid|ANSAID|BTS 18,322|BTS-18322|Cebutid|CEBUTID|Flubiprofen|FLUBIPROFEN|Flurbiprofen|FLURBIPROFEN|Flurbiprofene|FLURBIPROFENE|Flurbiprofeno|FLURBIPROFENO|Froben|FROBEN|Froben sr|FROBEN SR|NSC-757037|Strefen|STREFEN|Transact|TRANSACT|U-27,182|U-27182;?? Flurbiprofen tablets are indicated for the acute or long-… [DB]
67;DOXYLAMINE;CHEMBL1004;4;83.8;0;Antihistamine. 1st gen. Generic. Po, intranasal solution. No clear diff vs existing generic nasal spray.;;—;;?? 270.38 [C] (DrugBank: 270.3694);2.92 [C];25.36;0.0;6.0;—;25.00;4.50;2.91;2.92;20.00 [CT];?;Quantum Pharmics;2033-02-18;R06AA59|R06AA09;Hypersensitivity;?? Like other antihistamines, doxylamine acts by competitive… [DB];—;liquid [DB];10 hours [DB];oral;Doxilamina|DOXILAMINA|Doxylamine|DOXYLAMINE;?? Used alone as a short-term sleep aid, in combination with… [DB]
68;ACEDOBEN;CHEMBL112687;2;83.6;0;Antiviral as FDC w inosine pranobex.;;—;;?? 179.17 [C] (DrugBank: 179.1727);1.34 [C];66.40;2.0;2.0;0.00;256.50;4.20;-0.47;-1.86;—;?;—;—;—;—;—;—;solid [DB];—;—;Acedoben|ACEDOBEN|Acedobene|ACEDOBENE|NSC-4002|P-acetamidobenzoic acid|P-ACETAMIDOBENZOIC ACID;—
69;AZATADINE;CHEMBL946;4;83.2;0;Antihistamine. 1st gen. Generic.Largely withdrawn now as desloratadine is sup.;??;—;;?? 290.41 [C] (DrugBank: 290.4021);3.71 [C];16.13;0.0;0.0;—;152.00;4.50;3.70;3.71;—;?;Schering Sub Schering Plough;—;R06AX09;Hypersensitivity;?? Antihistamines such as azatadine appear to compete with h… [DB];—;solid [DB];—;oral;Azatadina|AZATADINA|Azatadine|AZATADINE|Trinalin;?? For the relief of the symptoms of upper respiratory mucos… [DB]
70;NOMIFENSINE;CHEMBL273575;4;83.2;0;NDRI. Antidepr.Generic.  Withdrawn due to hemolyt anemia.;??;Myeloperoxidase (MPO) (EC 1.11.2.2) [Cleaved in…;;?? 238.33 [C] (DrugBank: 238.3275);2.85 [C];29.26;1.0;1.0;—;179.00;9.50;-0.65;0.75;—;?;—;—;N06AX04;Depressive Disorder;—;—;solid [DB];—;oral;Linamiphen|LINAMIPHEN|Nomifensin|NOMIFENSIN|Nomifensina|NOMIFENSINA|Nomifensine|NOMIFENSINE;—
71;CLENBUTEROL;CHEMBL49080;2;83.2;0;Beta2 adr ag. Generic. Asthma. Anabolic.;??;Tumor necrosis factor (Cachectin) (TNF-alpha) (…;??;?? 277.19 [C] (DrugBank: 277.19);3.00 [C];58.28;3.0;3.0;—;174.00;9.50;-0.50;0.90;0.08 [CT];?;—;—;R03CC13|R03AC14;Lung Diseases, Obstructive|Glycogen Storage Disease Type II|Amyotrophic Lateral Sclerosis|Parkinson Disease|Bulbo-Spinal Atrophy, X-Linked;?? Clenbuterol is a Beta(2) agonist similar in some structur… [DB] (ChEMBL: Beta-2 adrenergic receptor agonist);Beta-2 adrenergic receptor;solid [DB];36-39 hours [DB];—;Clenbuterol|CLENBUTEROL|Contraspasmin|CONTRASPASMIN|NAB 365|NSC-758633|Planipart|PLANIPART|Spiropent|SPIROPENT|Spiropent mite|SPIROPENT MITE;?? Used as a bronchodilator in the treatment of asthma patie… [DB]
72;CYCLOHEXIMIDE;CHEMBL123292;2;83.1;0;Fungicide.;;—;;?? 281.35 [C];1.04 [C];83.47;2.0;3.0;0.01;119.44;10.00;1.04;1.04;—;?;—;—;—;—;?? 80S Ribosome inhibitor;80S Ribosome;—;—;—;Cicloheximida|CICLOHEXIMIDA|Cicloheximide|CICLOHEXIMIDE|Cycloheximide|CYCLOHEXIMIDE|GNF-Pf-5118|NSC-171|NSC-185|TCMDC-125838|U-4527;—
73;LEVALLORPHAN;CHEMBL1254682;4;82.5;0;Opioid antag. Inf  to naloxene. Generic, iv.;??;—;;?? 283.41 [C] (DrugBank: 283.4079);3.64 [C];23.47;1.0;2.0;—;180.00;10.00;3.64;3.64;—;?;Roche;—;—;—;?? Levallorphan antagonizes opioid effects by competing for … [DB];—;solid [DB];1 hour [DB];parenteral;Levallorphan|LEVALLORPHAN|Levallorphane|LEVALLORPHANE|Levalorfano|LEVALORFANO|Naloxiphan;?? For the complete or partial reversal of narcotic depressi… [DB]
74;PYRILAMINE;CHEMBL511;4;82.1;0;1st gen antihistamine. Generic, topical, nasal, oral.  For sleep allergy etc.;??;—;;?? 285.39 [C] (DrugBank: 285.384);2.66 [C];28.60;0.0;7.0;—;143.00;4.50;2.65;2.66;—;?;Allergan;—;D04AA02|R06AC01;Pruritus|Hypersensitivity;?? Mepyramine is a histamine H1 receptor inverse agonist. It… [DB];—;solid [DB];—;oral|topical;Mepiramina|MEPIRAMINA|Mepyramine|MEPYRAMINE|NSC-13136;?? Indicated for the treatment of allergic conditions, sympt… [DB]
75;ESTRADIOL;CHEMBL135;4;82.1;0;Menopaus. Generic, no diff nasal pkpd;;—;??;?? 272.39 [C] (DrugBank: 272.382);3.61 [C];40.46;2.0;0.0;—;178.50;10.00;3.61;3.61;10.00 [CT];?;AbbVie;2026-01-28;G03CA03;Breast Neoplasms|HIV Infections|Atrophic Vaginitis|Primary Ovarian Insufficiency|Prostatic Neoplasms|Sexual Dysfunction, Physiological|Infertility|Atherosclerosis|Endometriosis|Depression, Postpartum|Osteoporosis|Polycystic Ovary Syndrome|Obesity|Carcinoid Tumor|Psychotic Disorders|Atrophy|Bone Diseases, Metabolic|Hereditary Breast and Ovarian Cancer Syndrome|Dry Eye Syndromes|Dysmenorrhea|Stress Disorders, Post-Traumatic|Pain|Bulimia Nervosa|Amenorrhea|Cerebral Arterial Diseases|Myocardial Ischemia|Dyspareunia|Hot Flashes|Hypogonadism|Prostatic Neoplasms, Castration-Resistant|Depressive Disorder|Severe Acute Respiratory Syndrome|Non-alcoholic Fatty Liver Disease|Urinary Tract Infections|Blood Coagulation Disorders|Alzheimer Disease|Schizophrenia|Diabetes Mellitus, Type 1|Diabetes Mellitus, Type 2|Migraine Disorders|Multiple Sclerosis|Turner Syndrome|Osteoporosis, Postmenopausal|Triple Negative Breast Neoplasms|Anorexia Nervosa|Diabetes Mellitus|Coronary Disease|Heart Diseases|Aging|Menopause;?? Estrogen is found in the the breast, uterine, ovarian, sk… [DB] (ChEMBL: Estrogen receptor alpha agonist);Estrogen receptor;solid [DB];The terminal half-lives for various estrogen pr… [DB];oral|topical;17.beta.-estradiol|17.BETA.-ESTRADIOL|17beta-estradiol|17BETA-ESTRADIOL|17 .beta.-estradiol|17 .BETA.-ESTRADIOL|17-beta-oestradiol|17-BETA-OESTRADIOL|17-.beta.-oestradiol|17-.BETA.-OESTRADIOL|Adgyn estro|ADGYN ESTRO|Aerodiol|AERODIOL|Alora|ALORA|Aquagen|Bedol|BEDOL|Climara|CLIMARA|Dermestril 100|DERMESTRIL 100|Dermestril 25|DERMESTRIL 25|Dermestril 50|DERMESTRIL 50|Dermestril septem 25|DERMESTRIL SEPTEM 25|Dermestril septem 50|DERMESTRIL SEPTEM 50|Dermestril septem 75|DERMESTRIL SEPTEM 75|Divigel|DIVIGEL|E-cypionate|E-Cypionate|Elestrim|ELESTRIM|Elestrin|ELESTRIN|Elleste solo|ELLESTE SOLO|Elleste solo mx 40|ELLESTE SOLO MX 40|Elleste solo mx 80|ELLESTE SOLO MX 80|Esclim|ESCLIM|Estrace|ESTRACE|Estraderm|ESTRADERM|Estraderm mx 100|ESTRADERM MX 100|Estraderm mx 25|ESTRADERM MX 25|Estraderm mx 50|ESTRADERM MX 50|Estraderm mx 75|ESTRADERM MX 75|Estraderm tts 100|ESTRADERM TTS 100|Estraderm tts 25|ESTRADERM TTS 25|Estraderm tts 50|ESTRADERM TTS 50|Estradiol|ESTRADIOL|Estradiol 17-beta|ESTRADIOL 17-BETA|Estradiol anhydrous|ESTRADIOL ANHYDROUS|Estradiol component of activella|ESTRADIOL COMPONENT OF ACTIVELLA|Estradiol component of angeliq|ESTRADIOL COMPONENT OF ANGELIQ|Estradiol component of bijuva|ESTRADIOL COMPONENT OF BIJUVA|Estradiol component of climara pro|ESTRADIOL COMPONENT OF CLIMARA PRO|Estradiol component of combipatch|ESTRADIOL COMPONENT OF COMBIPATCH|Estradiol component of myfembree|ESTRADIOL COMPONENT OF MYFEMBREE|Estradiol component of oriahnn|ESTRADIOL COMPONENT OF ORIAHNN|Estradiol component of prefest|ESTRADIOL COMPONENT OF PREFEST|Estradiol hemihydrate|ESTRADIOL HEMIHYDRATE|Estradiol valerate metabolite e2|ESTRADIOL VALERATE METABOLITE E2|Estrasorb|ESTRASORB|Estring|ESTRING|Estrogel|ESTROGEL|Evamist|EVAMIST|Evorel 100|EVOREL 100|Evorel 25|EVOREL 25|Evorel 50|EVOREL 50|Evorel 75|EVOREL 75|Fematrix 40|FEMATRIX 40|Fematrix 80|FEMATRIX 80|Fempatch|FEMPATCH|Femseven 100|FEMSEVEN 100|Femseven 50|FEMSEVEN 50|Femseven 75|FEMSEVEN 75|Gynodiol|GYNODIOL|Gynogen|Imvexxy|IMVEXXY|Innofem|INNOFEM|Menorest 37.5|MENOREST 37.5|Menorest 50|MENOREST 50|Menorest 75|MENOREST 75|Menoring 50|MENORING 50|Menostar|MENOSTAR|Minivelle|MINIVELLE|NSC-20293|NSC-9895|Progynova ts|PROGYNOVA TS|S 21400|S21400|S21400 (INTRANASAL)|Sandrena|SANDRENA|Vagifem|VAGIFEM|Vagifem 18|Vagifem 8|Vivelle|VIVELLE|Vivelle-dot|VIVELLE-DOT|WC-3011|WC3011|Zumenon|ZUMENON;?? Estradiol is indicated in various preparations for the tr… [DB]
76;CHLORINDANOL;CHEMBL1449249;2;81.7;1;Cough suppresant. Generic. OTC since long. TBD if nasal pkpd has diff.;;—;;?? 168.62 [C];2.53 [C];20.23;1.0;0.0;—;91.00;10.00;2.53;2.53;—;?;—;—;—;—;—;—;—;—;—;Chlorindanol|CHLORINDANOL|Clorindanol|CLORINDANOL|NSC-158565;—
77;TETRAHYDROZOLINE;CHEMBL1266;4;81.5;0;Alpha adr ag. Generic. OTC eye drops nasal spray. ;??;—;;?? 200.28 [C] (DrugBank: 200.285);2.11 [C];24.39;1.0;1.0;—;250.00;9.50;-1.39;0.01;—;?;Fougera;—;R01AB03|R01AA06|S01GA02|S01GA52;Eye Manifestations|Dry Eye Syndromes|Nasal Obstruction;?? Adrenergic receptors are G-protein-coupled receptors (GPC… [DB];—;solid [DB];Following ocular administration of 0.05% tetryz… [DB];topical;Caltheon|CALTHEON|Tetrahydrozoline|TETRAHYDROZOLINE|Tetrizolina|TETRIZOLINA|Tetryzoline|TETRYZOLINE;?? Tetryzoline is indicated for the temporary relief of disc… [DB]
78;PRILOCAINE;CHEMBL1194;4;81.4;0;Local anesthetic;;—;;?? 220.32 [C] (DrugBank: 220.3107);2.32 [C];41.13;2.0;5.0;—;37.00;9.50;-1.18;0.22;50.00 [CT];?;Teva;—;N01BB54|N01BB04;Carcinoma, Squamous Cell|Keratosis, Actinic|Pregnancy|Pain|Skin Diseases|Neuralgia, Postherpetic|Chronic Pain|Premature Ejaculation;?? Prilocaine acts on sodium channels on the neuronal cell m… [DB] (ChEMBL: Sodium channel alpha subunit blocker);Sodium channel alpha subunit;solid [DB];—;parenteral|topical;ASTRA-1512|ASTRA-1515|NSC-40027|Prilocaina|PRILOCAINA|Prilocaine|PRILOCAINE|Prilocaine component of emla|PRILOCAINE COMPONENT OF EMLA|Prilocaine component of fortacin|PRILOCAINE COMPONENT OF FORTACIN|Prilocaine component of oraqix|PRILOCAINE COMPONENT OF ORAQIX|Propitocaine|PROPITOCAINE;?? Used as a local anaesthetic and is often used in dentistry. [DB]
79;GUANABENZ;CHEMBL420;4;81.1;0;Alpha adr ag. For hypertension. Generic. Subpar benefit/risk.;??;Alpha-2A adrenergic receptor (Alpha-2 adrenergi…;??;?? 231.09 [C] (DrugBank: 231.082);1.81 [C];74.26;3.0;2.0;—;225.00;9.50;-1.69;-0.29;8.00 [CT];?;Wyeth Ayerst;—;—;Multiple Sclerosis, Relapsing-Remitting|Multiple Sclerosis;?? Guanabenz's antihypertensive effect is thought to be due … [DB];—;solid [DB];6 hours. [DB];oral;Guanabenz|GUANABENZ|Guanabenzo|GUANABENZO|NSC-68982|WY-8678;?? For management of High blood pressure [DB]
80;CHLOROXINE;CHEMBL1200596;4;80.9;0;Antibacterial. Generic. Now mostly used for topical eg dandruff seborrheic dermatitis.;;—;;?? 214.05 [C] (DrugBank: 214.048);3.25 [C];33.12;1.0;0.0;—;179.50;4.50;3.24;3.25;—;?;Westwood Squibb;—;—;—;?? Although the mechanism of action is not understood, chlor… [DB] (ChEMBL: DNA inhibitor);DNA;solid [DB];—;topical;Capitrol|CAPITROL|Chloroxine|CHLOROXINE|NSC-3904;?? Used in the treatment of dandruff and mild to moderately … [DB]
