name,chembl_id,chembl_max_phase,indication_class,molecular_weight,logP,PSA,H_donors,H_acceptors,rotatable_bonds,SMILES,smiles_source,source,sources,ingredient,earliest_patent_expiry,earliest_exclusivity_date,ema_approved,pmda_approved,nosa_candidate,pubchem_cid,vapor_pressure_mmhg,vapor_pressure_raw,melting_point_c,melting_point_raw,boiling_point_c,boiling_point_raw
CRESOTAMIDE,CHEMBL2104183,2.0,,151.16,0.8,63.32,2.0,2.0,1.0,Cc1cccc(C(N)=O)c1O,chembl,chembl,chembl,,,,False,False,False,26392.0,,,,,,
BRASOFENSINE,CHEMBL2104184,2.0,,327.26,4.19,24.83,0.0,3.0,3.0,CO/N=C/[C@@H]1[C@@H](c2ccc(Cl)c(Cl)c2)C[C@@H]2CC[C@H]1N2C,chembl,chembl,chembl,,,,False,False,False,9614919.0,,,,,,
CINOCTRAMIDE,CHEMBL2104186,2.0,,333.43,3.52,48.0,0.0,4.0,5.0,COc1cc(/C=C/C(=O)N2CCCCCCC2)cc(OC)c1OC,chembl,chembl,chembl,,,,False,False,False,193983.0,,,,,,
BUTIXOCORT,CHEMBL2104187,2.0,,448.63,4.07,80.67,2.0,6.0,5.0,CCCC(=O)O[C@]1(C(=O)CS)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,chembl,chembl,chembl,,,,False,False,False,189904.0,,,,,,
CLORETHATE,CHEMBL2104188,2.0,,324.8,3.88,35.53,0.0,3.0,2.0,O=C(OCC(Cl)(Cl)Cl)OCC(Cl)(Cl)Cl,chembl,chembl,chembl,,,,False,False,False,21851.0,,,,,,
BICLOFIBRATE,CHEMBL2104189,2.0,,410.3,4.41,48.0,0.0,5.0,7.0,CN1CCCC1COC(=O)C(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1,chembl,chembl,chembl,,,,False,False,False,10319363.0,,,,,,
CLAZURIL,CHEMBL2104190,2.0,,373.2,2.88,91.54,1.0,5.0,3.0,N#CC(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,chembl,chembl,chembl,,,,False,False,False,58901.0,,,,,,
ANSOXETINE,CHEMBL2104191,2.0,,399.49,5.53,42.68,0.0,4.0,7.0,CN(C)CCC(Oc1ccc2oc(-c3ccccc3)cc(=O)c2c1)c1ccccc1,chembl,chembl,chembl,,,,False,False,False,179333.0,,,,,,
ELBANIZINE,CHEMBL2104192,2.0,,445.57,4.43,74.54,1.0,6.0,8.0,Cc1cc(NCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)c([N+](=O)[O-])c(C)n1,chembl,chembl,chembl,,,,False,False,False,208913.0,,,,,,
ENPROSTIL,CHEMBL2104194,2.0,,400.47,2.6,93.06,2.0,6.0,10.0,COC(=O)CCC=C=CC[C@H]1C(=O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)COc1ccccc1,chembl,chembl,chembl,,,,False,False,False,9978336.0,,,,,,
ELNADIPINE,CHEMBL2104195,2.0,,408.29,4.72,77.25,1.0,6.0,4.0,CC1=C(C(=O)OC(C)C)[C@@H](c2cccc(Cl)c2Cl)C(c2nnco2)=C(C)N1,chembl,chembl,chembl,,,,False,False,False,208915.0,,,,,,
BENZYLSULFAMIDE,CHEMBL2104196,2.0,,262.33,1.95,72.19,2.0,3.0,4.0,NS(=O)(=O)c1ccc(NCc2ccccc2)cc1,chembl,chembl,chembl,,,,False,False,False,2755709.0,,,,,,
BUTHIAZIDE,CHEMBL2104197,2.0,,353.85,1.06,118.36,3.0,5.0,3.0,CC(C)CC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,chembl,chembl,chembl,,,,False,False,False,16274.0,,,,,,
BURODILINE,CHEMBL2104199,2.0,,351.44,3.14,57.23,0.0,6.0,10.0,CCCCOc1c(OC)cc(C(=O)OCCN2CCCC2)cc1OC,chembl,chembl,chembl,,,,False,False,False,189887.0,,,,,,
BUNAFTINE,CHEMBL2104200,2.0,,326.48,4.42,23.55,0.0,2.0,9.0,CCCCN(CCN(CC)CC)C(=O)c1cccc2ccccc12,chembl,chembl,chembl,,,,False,False,False,36131.0,,,,,,
ELFAZEPAM,CHEMBL2104201,2.0,,408.88,3.1,66.81,0.0,4.0,5.0,CCS(=O)(=O)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,chembl,chembl,chembl,,,,False,False,False,65445.0,,,,,,
BROLACONAZOLE,CHEMBL2104202,2.0,,327.23,4.48,17.82,0.0,2.0,4.0,Brc1ccc(C(Cn2ccnc2)c2ccccc2)cc1,chembl,chembl,chembl,,,,False,False,False,189880.0,,,,,,
DENOTIVIR,CHEMBL2104203,2.0,,371.85,4.61,71.09,2.0,4.0,4.0,Cc1nsc(NC(=O)c2ccccc2)c1C(=O)Nc1ccc(Cl)cc1,chembl,chembl,chembl,,,,False,False,False,39976.0,,,,,,
ENCYPRATE,CHEMBL2104204,2.0,,219.28,2.81,29.54,0.0,2.0,4.0,CCOC(=O)N(Cc1ccccc1)C1CC1,chembl,chembl,chembl,,,,False,False,False,17298.0,,,,,,
DAMETRALAST,CHEMBL2104205,2.0,,164.17,-0.4,95.12,2.0,6.0,0.0,Cc1cc2nc(N)nc(N)n2n1,chembl,chembl,chembl,,,,False,False,False,68910.0,,,,,,
DAPABUTAN,CHEMBL2104206,2.0,,328.54,4.34,61.36,3.0,3.0,18.0,CCCCCCCCCCCCNCCCNC(C)CC(=O)O,chembl,chembl,chembl,,,,False,False,False,65586.0,,,,,,
CAFEDRINE,CHEMBL2104207,2.0,,357.41,0.15,94.08,2.0,8.0,6.0,CC(NCCn1cnc2c1c(=O)n(C)c(=O)n2C)C(O)c1ccccc1,chembl,chembl,chembl,,,,False,False,False,5489638.0,,,,,,
EMYLCAMATE,CHEMBL2104208,2.0,,145.2,1.66,52.32,1.0,2.0,3.0,CCC(C)(CC)OC(N)=O,chembl,chembl,chembl,,,,False,False,False,6526.0,,,,,,
BUTOXYLATE,CHEMBL2104210,2.0,,480.65,6.26,53.33,0.0,4.0,10.0,CCCCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,chembl,chembl,chembl,,,,False,False,False,189909.0,,,,,,
BROMERGURIDE,CHEMBL2104211,2.0,,417.35,3.6,51.37,2.0,2.0,3.0,CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]c(Br)c(c34)C[C@H]2N(C)C1,chembl,chembl,chembl,,,,False,False,False,71266.0,,,,,,
ELZIVERINE,CHEMBL2104212,2.0,,543.66,5.19,65.52,0.0,8.0,10.0,COc1ccc(Cc2ncc(CN3CCN(c4ccccc4OC)CC3)c3cc(OC)c(OC)cc23)cc1OC,chembl,chembl,chembl,,,,False,False,False,65839.0,,,,,,
DESMENINOL,CHEMBL2104213,2.0,,150.2,0.18,57.53,2.0,3.0,4.0,CSCCC(O)C(=O)O,chembl,chembl,chembl,,,,False,False,False,11427.0,16.0,16.0 [mmHg],250.0,250 °C,,
BUTERIZINE,CHEMBL2104214,2.0,,466.67,6.31,24.3,0.0,4.0,9.0,CCCCc1nc2cc(CN3CCN(C(c4ccccc4)c4ccccc4)CC3)ccc2n1CC,chembl,chembl,chembl,,,,False,False,False,189902.0,,,,,,
DEMELVERINE,CHEMBL2104216,2.0,,239.36,3.4,3.24,0.0,1.0,6.0,CN(CCc1ccccc1)CCc1ccccc1,chembl,chembl,chembl,,,,False,False,False,65608.0,,,,,,
CALCIUM SACCHARATE,CHEMBL2104217,2.0,,248.2,,,,,,O=C([O-])[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-].[Ca+2],chembl,chembl,chembl,,,,False,False,False,154911.0,,,,,,
DAZIDAMINE,CHEMBL2104219,2.0,,325.48,4.13,21.06,0.0,4.0,7.0,CN(C)CCCSc1c2ccccc2nn1Cc1ccccc1,chembl,chembl,chembl,,,,False,False,False,205962.0,,,,,,
DELMOPINOL,CHEMBL2104220,2.0,,271.44,3.07,32.7,1.0,3.0,10.0,CCCC(CCC)CCCC1COCCN1CCO,chembl,chembl,chembl,,,,False,False,False,57337.0,,,,,,
DELANTERONE,CHEMBL2104221,2.0,,284.44,4.93,17.07,0.0,1.0,0.0,C[C@H]1CC(=O)C=C2CC[C@@H]3[C@H](CC[C@]4(C)C=CC[C@@H]34)[C@]21C,chembl,chembl,chembl,,,,False,False,False,205969.0,,,,,,
FENETRADIL,CHEMBL2104222,2.0,,376.54,3.01,42.01,0.0,5.0,10.0,CCC(C(=O)OC(COCC(C)C)CN1CCN(C)CC1)c1ccccc1,chembl,chembl,chembl,,,,False,False,False,216214.0,,,,,,
FEBUPROL,CHEMBL2104223,2.0,,224.3,2.24,38.69,1.0,3.0,8.0,CCCCOCC(O)COc1ccccc1,chembl,chembl,chembl,,,,False,False,False,71119.0,,,,,,
ESTROFURATE,CHEMBL2104224,2.0,,378.47,4.87,59.67,1.0,4.0,2.0,CC(=O)Oc1ccc2c(c1)CC=C1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@]2(O)c1ccoc1,chembl,chembl,chembl,,,,False,False,False,66360.0,,,,,,
ETIROXATE,CHEMBL2104225,2.0,,818.95,5.43,81.78,2.0,5.0,6.0,CCOC(=O)C(C)(N)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1,chembl,chembl,chembl,,,,False,False,False,65683.0,,,,,,
ETERSALATE,CHEMBL2104226,2.0,,357.36,2.81,90.93,1.0,6.0,7.0,CC(=O)Nc1ccc(OCCOC(=O)c2ccccc2OC(C)=O)cc1,chembl,chembl,chembl,,,,False,False,False,44258.0,,,,,,
DECLENPERONE,CHEMBL2104228,2.0,,381.45,3.45,58.1,1.0,4.0,6.0,O=C(c1ccc(F)cc1)C1CCN(CCCn2c(=O)[nH]c3ccccc32)CC1,chembl,chembl,chembl,,,,False,False,False,71744.0,,,,,,
ELUCAINE,CHEMBL2104229,2.0,,297.4,3.93,29.54,0.0,3.0,7.0,CCN(CC)CC(OC(=O)c1ccccc1)c1ccccc1,chembl,chembl,chembl,,,,False,False,False,32331.0,,,,,,
EPTAPIRONE,CHEMBL2104230,2.0,,345.41,-0.67,89.15,0.0,9.0,6.0,Cn1c(=O)cnn(CCCCN2CCN(c3ncccn3)CC2)c1=O,chembl,chembl,chembl,,,,False,False,False,208928.0,,,,,,
DEMEGESTONE,CHEMBL2104231,2.0,,312.45,4.79,34.14,0.0,2.0,1.0,CC(=O)[C@@]1(C)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3CC[C@@]21C,chembl,chembl,chembl,,,,False,False,False,93057.0,,,,,,
FENAMIFURIL,CHEMBL2104233,2.0,,279.29,0.89,87.85,1.0,5.0,6.0,NC(=O)c1ccccc1OCC(=O)OCC1CCCO1,chembl,chembl,chembl,,,,False,False,False,216212.0,,,,,,
BENZETHIDINE,CHEMBL2104234,2.0,,367.49,3.8,38.77,0.0,4.0,8.0,CCOC(=O)C1(c2ccccc2)CCN(CCOCc2ccccc2)CC1,chembl,chembl,chembl,,,,False,False,False,62516.0,,,,,,
DAGAPAMIL,CHEMBL2104236,2.0,,580.85,8.75,63.95,0.0,6.0,23.0,CCCCCCCCCCCCC(C#N)(CCCN(C)CCc1cccc(OC)c1)c1cc(OC)c(OC)c(OC)c1,chembl,chembl,chembl,,,,False,False,False,205957.0,,,,,,
BOLMANTALATE,CHEMBL2104237,2.0,,436.64,6.26,43.37,0.0,3.0,2.0,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2OC(=O)C12CC3CC(CC(C3)C1)C2,chembl,chembl,chembl,,,,False,False,False,11954312.0,,,,,,
BUTANILICAINE,CHEMBL2104238,2.0,,254.76,2.98,41.13,2.0,2.0,6.0,CCCCNCC(=O)Nc1c(C)cccc1Cl,chembl,chembl,chembl,,,,False,False,False,22379.0,,,,,,
ENESTEBOL,CHEMBL2104239,2.0,,316.44,3.93,57.53,2.0,3.0,0.0,C[C@]12C=CC(=O)C(O)=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,chembl,chembl,chembl,,,,False,False,False,20055318.0,,,,,,
DENIPRIDE,CHEMBL2104241,2.0,,378.43,1.56,119.96,2.0,7.0,6.0,COc1cc(N)c([N+](=O)[O-])cc1C(=O)NC1CCN(CC2CCCO2)CC1,chembl,chembl,chembl,,,,False,False,False,205974.0,,,,,,
DECITROPINE,CHEMBL2104242,2.0,,331.46,4.9,12.47,0.0,2.0,2.0,CN1[C@@H]2CC[C@H]1C[C@@H](OC1c3ccccc3C=Cc3ccccc31)C2,chembl,chembl,chembl,,,,False,False,False,20839863.0,,,,,,
DELMETACIN,CHEMBL2104243,2.0,,293.32,3.27,59.3,1.0,3.0,3.0,Cc1c(CC(=O)O)c2ccccc2n1C(=O)c1ccccc1,chembl,chembl,chembl,,,,False,False,False,27860.0,,,,,,
ERIZEPINE,CHEMBL2104244,2.0,,290.41,4.4,6.48,0.0,2.0,0.0,CN1CCC2=C(CC1)c1ccccc1N(C)c1ccccc12,chembl,chembl,chembl,,,,False,False,False,208930.0,,,,,,
BORNELONE,CHEMBL2104245,2.0,,204.31,3.51,17.07,0.0,1.0,2.0,CC(=O)/C=C/C=C1/C2CCC(C2)C1(C)C,chembl,chembl,chembl,,,,False,False,False,6436059.0,,,,,,
DARSIDOMINE,CHEMBL2104246,2.0,,196.25,1.54,56.95,0.0,3.0,1.0,C[C@@H]1CCC[C@H](C)N1[n+]1cc([NH-])on1,chembl,chembl,chembl,,,,False,False,False,9815552.0,,,,,,
BROXALDINE,CHEMBL2104247,2.0,,421.09,5.29,39.19,0.0,3.0,2.0,Cc1ccc2c(Br)cc(Br)c(OC(=O)c3ccccc3)c2n1,chembl,chembl,chembl,,,,False,False,False,77262.0,,,,,,
FENDIZOATE,CHEMBL2104248,2.0,,318.33,3.99,74.6,2.0,3.0,4.0,O=C(O)c1ccccc1C(=O)c1ccc(O)c(-c2ccccc2)c1,chembl,chembl,chembl,,,,False,False,False,163447.0,,,,,,
FEPITRIZOL,CHEMBL2104249,2.0,,266.3,2.04,63.83,1.0,5.0,3.0,Cn1nc(-c2cccnc2)nc1-c1ccccc1CO,chembl,chembl,chembl,,,,False,False,False,68702.0,,,,,,
FECLOBUZONE,CHEMBL2104250,2.0,,476.96,5.67,66.92,0.0,4.0,8.0,CCCCC1(COC(=O)c2ccc(Cl)cc2)C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,chembl,chembl,chembl,,,,False,False,False,176165.0,,,,,,
ETOXERIDINE,CHEMBL2104254,2.0,,321.42,1.59,59.0,1.0,5.0,8.0,CCOC(=O)C1(c2ccccc2)CCN(CCOCCO)CC1,chembl,chembl,chembl,,,,False,False,False,61122.0,,,,,,
BENZOXONIUM CHLORIDE,CHEMBL2104255,2.0,,400.05,4.91,40.46,2.0,2.0,17.0,CCCCCCCCCCCC[N+](CCO)(CCO)Cc1ccccc1.[Cl-],chembl,chembl,chembl,,,,False,False,False,29563.0,,,,,,
HYDROMADINONE,CHEMBL2104256,2.0,,364.91,4.06,54.37,1.0,3.0,1.0,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,chembl,chembl,chembl,,,,False,False,False,216252.0,,,,,,
ICLAZEPAM,CHEMBL2104257,2.0,,368.86,3.95,41.9,0.0,3.0,6.0,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CCOCC1CC1,chembl,chembl,chembl,,,,False,False,False,68777.0,,,,,,
DISULFAMIDE,CHEMBL2104258,2.0,,284.75,-0.06,120.32,2.0,4.0,2.0,Cc1cc(Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O,chembl,chembl,chembl,,,,False,False,False,68935.0,,,,,,
DIAMFENETIDE,CHEMBL2104259,2.0,,372.42,3.08,85.89,2.0,5.0,10.0,CC(=O)Nc1ccc(OCCOCCOc2ccc(NC(C)=O)cc2)cc1,chembl,chembl,chembl,,,,False,False,False,37384.0,,,,,,
ETOSALAMIDE,CHEMBL2104260,2.0,,209.24,1.2,61.55,1.0,3.0,6.0,CCOCCOc1ccccc1C(N)=O,chembl,chembl,chembl,,,,False,False,False,208946.0,,,,,,
ENZACAMENE,CHEMBL2104261,2.0,,254.37,4.4,17.07,0.0,1.0,1.0,Cc1ccc(/C=C2/C(=O)C3(C)CCC2C3(C)C)cc1,chembl,chembl,chembl,,,,False,False,False,6434217.0,,,66.0,66-69,,
FADOLMIDINE,CHEMBL2104262,2.0,,214.27,2.39,48.91,2.0,2.0,2.0,Oc1ccc2c(c1)C(Cc1c[nH]cn1)CC2,chembl,chembl,chembl,,,,False,False,False,6433098.0,,,,,,
ETODROXIZINE,CHEMBL2104263,2.0,,418.97,3.07,45.17,1.0,5.0,11.0,OCCOCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,chembl,chembl,chembl,,,,False,False,False,63345.0,,,,,,
ETAMIPHYLLIN,CHEMBL2104264,2.0,,279.34,-0.22,65.06,0.0,7.0,5.0,CCN(CC)CCn1cnc2c1c(=O)n(C)c(=O)n2C,chembl,chembl,chembl,,,,False,False,False,28329.0,,,75.0,75 °C,,
PROXIBUTENE,CHEMBL2104265,2.0,,337.46,4.2,29.54,0.0,3.0,8.0,C=C(CN(C)C)C(Cc1ccccc1)(OC(=O)CC)c1ccccc1,chembl,chembl,chembl,,,,False,False,False,191317.0,,,,,,
EPICILLIN,CHEMBL2104266,2.0,,351.43,0.22,112.73,3.0,5.0,4.0,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3=CCC=CC3)C(=O)N2[C@H]1C(=O)O,chembl,chembl,chembl,,,,False,False,False,71392.0,,,,,,
DEXNAFENODONE,CHEMBL2104267,2.0,,293.41,3.71,20.31,0.0,2.0,4.0,CN(C)CC[C@]1(c2ccccc2)CCc2ccccc2C1=O,chembl,chembl,chembl,,,,False,False,False,65834.0,,,,,,
FENPERATE,CHEMBL2104268,2.0,,409.53,3.8,55.84,0.0,5.0,9.0,CC(=O)OC(Cc1ccccc1)(Cc1ccccc1)C(=O)OCCN1CCCCC1,chembl,chembl,chembl,,,,False,False,False,216216.0,,,,,,
ENPIPRAZOLE,CHEMBL2104269,2.0,,304.82,2.44,24.3,0.0,4.0,4.0,Cn1cc(CCN2CCN(c3ccccc3Cl)CC2)cn1,chembl,chembl,chembl,,,,False,False,False,208921.0,,,,,,
DIAPAMIDE,CHEMBL2104271,2.0,,262.72,0.61,75.27,2.0,3.0,3.0,CNC(=O)c1ccc(Cl)c(S(=O)(=O)NC)c1,chembl,chembl,chembl,,,,False,False,False,19394.0,,,,,,
DONETIDINE,CHEMBL2104272,2.0,,415.52,2.05,107.02,3.0,7.0,10.0,CN(C)Cc1ccc(CSCCNc2nc(=O)c(Cc3cc[nH]c(=O)c3)c[nH]2)o1,chembl,chembl,chembl,,,,False,False,False,6917961.0,,,,,,
ETHYBENZTROPINE,CHEMBL2104273,2.0,,321.46,4.81,12.47,0.0,2.0,5.0,CCN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2,chembl,chembl,chembl,,,,False,False,False,20055089.0,,,,,,
EVANDAMINE,CHEMBL2104274,2.0,,236.34,1.89,54.51,1.0,5.0,1.0,CC1CC(N)=NN1c1nc2c(s1)CCCC2,chembl,chembl,chembl,,,,False,False,False,3038554.0,,,,,,
IMAFEN,CHEMBL2104276,2.0,,187.25,1.0,27.63,1.0,3.0,1.0,c1ccc(C2CN=C3NCCN32)cc1,chembl,chembl,chembl,,,,False,False,False,163316.0,,,,,,
ETAMINILE,CHEMBL2104277,2.0,,230.35,3.2,27.03,0.0,2.0,5.0,CCC(C#N)(CC(C)N(C)C)c1ccccc1,chembl,chembl,chembl,,,,False,False,False,208936.0,,,,,,
ETHYL CARTRIZOATE,CHEMBL2104278,2.0,,700.0,3.14,110.8,2.0,6.0,6.0,CCOC(=O)COC(=O)c1c(I)c(NC(C)=O)c(I)c(NC(C)=O)c1I,chembl,chembl,chembl,,,,False,False,False,208939.0,,,,,,
DIZATRIFONE,CHEMBL2104279,2.0,,363.42,3.4,66.24,0.0,6.0,6.0,COc1ccc(-c2nc(=O)n(CC3CC3)nc2-c2ccc(OC)cc2)cc1,chembl,chembl,chembl,,,,False,False,False,65830.0,,,,,,
DORETINEL,CHEMBL2104281,2.0,,350.5,5.06,40.46,2.0,2.0,3.0,C/C(=C\c1ccc(CO)cc1)c1ccc2c(c1)C(C)(C)C(O)CC2(C)C,chembl,chembl,chembl,,,,False,False,False,6435712.0,,,,,,
IMOLAMINE,CHEMBL2104282,2.0,,260.34,1.96,58.05,1.0,5.0,6.0,CCN(CC)CCn1c(-c2ccccc2)noc1=N,chembl,chembl,chembl,,,,False,False,False,27501.0,,,154.0,154-155ºC,165.0,165ºC
FEBARBAMATE,CHEMBL2104283,2.0,,405.45,1.69,128.03,2.0,6.0,10.0,CCCCOCC(CN1C(=O)NC(=O)C(CC)(c2ccccc2)C1=O)OC(N)=O,chembl,chembl,chembl,,,,False,False,False,25803.0,,,,,,
EROCAINIDE,CHEMBL2104284,2.0,,376.97,6.18,24.83,0.0,3.0,8.0,CC(C)N(CCCO/N=C1\CCCC\C1=C/c1ccc(Cl)cc1)C(C)C,chembl,chembl,chembl,,,,False,False,False,9578481.0,,,,,,
ETIPROSTON,CHEMBL2104285,2.0,,432.51,2.92,105.45,3.0,6.0,11.0,O=C(O)CCC/C=C\C[C@@H]1[C@@H](/C=C/C2(COc3ccccc3)OCCO2)[C@H](O)C[C@@H]1O,chembl,chembl,chembl,,,,False,False,False,5311241.0,,,,,,
IODETRYL,CHEMBL2104286,2.0,,564.33,7.64,26.3,0.0,2.0,17.0,CCCCCCCCC(I)C(I)CCCCCCCC(=O)OCC,chembl,chembl,chembl,,,,False,False,False,3029588.0,,,,,,
DIPROFENE,CHEMBL2104288,2.0,,355.55,5.2,20.31,0.0,3.0,10.0,CCCN(CCC)CCSC(=O)C(c1ccccc1)c1ccccc1,chembl,chembl,chembl,,,,False,False,False,17032.0,,,,,,
DINSED,CHEMBL2104289,2.0,,430.42,0.76,178.62,2.0,8.0,9.0,O=[N+]([O-])c1cccc(S(=O)(=O)NCCNS(=O)(=O)c2cccc([N+](=O)[O-])c2)c1,chembl,chembl,chembl,,,,False,False,False,14895.0,,,,,,
EFLETIRIZINE,CHEMBL2104290,2.0,,390.43,2.77,53.01,1.0,4.0,8.0,O=C(O)COCCN1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,chembl,chembl,chembl,,,,False,False,False,66003.0,,,,,,
DIFEMETOREX,CHEMBL2104291,2.0,,295.43,3.67,23.47,1.0,2.0,5.0,OCCN1CCCCC1C(c1ccccc1)c1ccccc1,chembl,chembl,chembl,,,,False,False,False,65607.0,,,,,,
HEXAPROPYMATE,CHEMBL2104292,2.0,,181.24,1.81,52.32,1.0,2.0,2.0,C#CCC1(OC(N)=O)CCCCC1,chembl,chembl,chembl,,,,False,False,False,9661.0,,,,,,
DICARFEN,CHEMBL2104295,2.0,,312.41,4.3,32.78,0.0,3.0,7.0,CCN(CC)CCOC(=O)N(c1ccccc1)c1ccccc1,chembl,chembl,chembl,,,,False,False,False,12631.0,,,,,,
EPROBEMIDE,CHEMBL2104298,2.0,,282.77,1.79,41.57,1.0,3.0,5.0,O=C(NCCCN1CCOCC1)c1ccc(Cl)cc1,chembl,chembl,chembl,,,,False,False,False,65659.0,,,,,,
FENCIBUTIROL,CHEMBL2104299,2.0,,262.35,3.19,57.53,2.0,2.0,4.0,CCC(C(=O)O)C1(O)CCC(c2ccccc2)CC1,chembl,chembl,chembl,,,,False,False,False,71170.0,,,,,,
DITOPHAL,CHEMBL2104300,2.0,,254.38,3.47,34.14,0.0,4.0,4.0,CCSC(=O)c1cccc(C(=O)SCC)c1,chembl,chembl,chembl,,,,False,False,False,3083635.0,,,,,,
DIMABEFYLLINE,CHEMBL2104301,2.0,,313.36,0.55,65.06,0.0,7.0,3.0,CN(C)c1ccc(Cn2cnc3c2c(=O)n(C)c(=O)n3C)cc1,chembl,chembl,chembl,,,,False,False,False,71646.0,,,,,,
DICHLOROXYLENOL,CHEMBL2104302,2.0,,191.06,3.32,20.23,1.0,1.0,0.0,Cc1cc(O)c(Cl)c(C)c1Cl,chembl,chembl,chembl,,,,False,False,False,8621.0,,,95.0,95-96 °C,,
ETHYNERONE,CHEMBL2104303,2.0,,330.86,4.12,37.3,1.0,2.0,0.0,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)C#CCl,chembl,chembl,chembl,,,,False,False,False,10336790.0,,,,,,
DIMETIPIRIUM BROMIDE,CHEMBL2104304,2.0,,448.4,3.48,46.53,1.0,3.0,6.0,CC1CCC(C)[N+]1(C)CCOC(=O)C(O)(c1ccccc1)c1ccccc1.[Br-],chembl,chembl,chembl,,,,False,False,False,176161.0,,,,,,
DITAZOLE,CHEMBL2104306,2.0,,324.38,2.8,69.73,2.0,5.0,7.0,OCCN(CCO)c1nc(-c2ccccc2)c(-c2ccccc2)o1,chembl,chembl,chembl,,,,False,False,False,29088.0,,,,,,
DRAZIDOX,CHEMBL2104307,2.0,,234.22,-0.98,109.0,2.0,4.0,1.0,Cc1c(C(=O)NN)[n+]([O-])c2ccccc2[n+]1[O-],chembl,chembl,chembl,,,,False,False,False,208897.0,,,,,,
ETOLOTIFEN,CHEMBL2104308,2.0,,427.57,3.41,59.0,1.0,6.0,8.0,O=C1Cc2ccccc2C(=C2CCN(CCOCCOCCO)CC2)c2ccsc21,chembl,chembl,chembl,,,,False,False,False,208944.0,,,,,,
DIMENOXADOL,CHEMBL2104309,2.0,,327.42,3.07,38.77,0.0,4.0,8.0,CCOC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1,chembl,chembl,chembl,,,,False,False,False,17036.0,,,,,,
DOPROPIDIL,CHEMBL2104310,2.0,,321.51,3.87,21.7,0.0,3.0,8.0,CC#CC1(OCC(COCC(C)C)N2CCCC2)CCCCC1,chembl,chembl,chembl,,,,False,False,False,71236.0,,,,,,
IPRAMIDIL,CHEMBL2104311,2.0,,256.26,-0.42,111.17,2.0,5.0,4.0,CC(C)NC(=O)c1no[n+]([O-])c1C(=O)NC(C)C,chembl,chembl,chembl,,,,False,False,False,71268.0,,,,,,
IBUVERINE,CHEMBL2104313,2.0,,290.4,3.65,46.53,1.0,3.0,5.0,CC(C)COC(=O)C(O)(c1ccccc1)C1CCCCC1,chembl,chembl,chembl,,,,False,False,False,163313.0,,,,,,
ICARIDIN,CHEMBL2104314,2.0,,229.32,2.16,49.77,1.0,3.0,4.0,CCC(C)OC(=O)N1CCCCC1CCO,chembl,chembl,chembl,,,,False,False,False,125098.0,0.00044,0.00044 [mmHg],-170.0,< -170,296.0,296 °C
FENBUTRAZATE,CHEMBL2104316,2.0,,367.49,4.19,38.77,0.0,4.0,7.0,CCC(C(=O)OCCN1CCOC(c2ccccc2)C1C)c1ccccc1,chembl,chembl,chembl,,,,False,False,False,20395.0,,,,,,
FENOXEDIL,CHEMBL2104319,2.0,,486.65,5.42,60.47,0.0,6.0,17.0,CCCCOc1ccc(OCC(=O)N(CCN(CC)CC)c2cc(OCC)ccc2OCC)cc1,chembl,chembl,chembl,,,,False,False,False,71731.0,,,,,,
FEPROSIDNINE,CHEMBL2104320,2.0,,203.25,2.45,53.71,0.0,2.0,3.0,CC(Cc1ccccc1)[n+]1cc([NH-])on1,chembl,chembl,chembl,,,,False,False,False,72088.0,,,,,,
